,bookId,title,author,description,genres,characters,places,language,publish_date,avg_rating
1164,1164,Death of a Salesman (Arthur Miller): Text and Criticism,"Arthur  Miller,Gerald Weales","In the spring of 1948 Arthur Miller retreated to a log cabin in Connecticut with the first two lines of a new play already fixed in his mind. He emerged six weeks later with the final script of Death of a Salesman - a painful examination of American life and consumerism. Opening on Broadway the following year, Miller's extraordinary masterpiece changed the course of modern,In the spring of 1948 Arthur Miller retreated to a log cabin in Connecticut with the first two lines of a new play already fixed in his mind. He emerged six weeks later with the final script of Death of a Salesman - a painful examination of American life and consumerism. Opening on Broadway the following year, Miller's extraordinary masterpiece changed the course of modern theatre. In creating Willy Loman, his destructively insecure anti-hero, Miller himself defined his aim as being 'to set forth what happens when a man does not have a grip on the forces of life'.","Art,Biography,Business,Children's,Christian,Classics,Comics,Cookbooks,Ebooks,Fantasy,Fiction,Graphic Novels,Historical Fiction,History,Horror,Memoir,Music,Mystery,Nonfiction,Poetry,Psychology,Romance,Science,Science Fiction,Self Help,Sports,Thriller,Travel,Young Adult,Art,Biography,Business,Children's,Christian,Classics,Comics,Cookbooks,Ebooks,Fantasy,Fiction,Graphic Novels,Historical Fiction,History,Horror,Memoir,Music,Mystery,Nonfiction,Poetry,Psychology,Romance,Science,Science Fiction,Self Help,Sports,Thriller,Travel,Young Adult,Plays,Classics,Fiction,Drama,Academic,School,Plays,Theatre,Literature,Academic,Read For School,Young Adult,High School,Literature,American","Willy Loman,Linda Loman,Happy Loman,Biff Loman,Ben Loman,Howard Wagner","New York City, New York",English,May 1st 1967,3.54
1165,1165,Death of a Salesman,Arthur  Miller,"Willy Loman has been a salesman for 34 years. At 60, he is cast aside, his usefulness now exhausted. With no future to dream about he must face the crushing disappointments o,Willy Loman has been a salesman for 34 years. At 60, he is cast aside, his usefulness now exhausted. With no future to dream about he must face the crushing disappointments of his past. He takes one final brave action, but is he heroic at last?, or a self-deluding fool?","Art,Biography,Business,Children's,Christian,Classics,Comics,Cookbooks,Ebooks,Fantasy,Fiction,Graphic Novels,Historical Fiction,History,Horror,Memoir,Music,Mystery,Nonfiction,Poetry,Psychology,Romance,Science,Science Fiction,Self Help,Sports,Thriller,Travel,Young Adult,Art,Biography,Business,Children's,Christian,Classics,Comics,Cookbooks,Ebooks,Fantasy,Fiction,Graphic Novels,Historical Fiction,History,Horror,Memoir,Music,Mystery,Nonfiction,Poetry,Psychology,Romance,Science,Science Fiction,Self Help,Sports,Thriller,Travel,Young Adult,Plays,Classics,Fiction,Drama,Academic,School,Plays,Theatre,Literature,Academic,Read For School,Young Adult,High School,Literature,American","Willy Loman,Linda Loman,Happy Loman,Biff Loman,Ben Loman,Howard Wagner","New York City, New York",English,March 18th 1994,3.54
1166,1166,"The Æneids of Virgil (Collected Works, Vol 11","Virgil,William Morris","With an introduction by May Morris. This Elibron Classics book is a facsimile reprint of a 1911 edition by Longmans, Green, and Company, London, New York, Bombay, Calcutta.","Art,Biography,Business,Children's,Christian,Classics,Comics,Cookbooks,Ebooks,Fantasy,Fiction,Graphic Novels,Historical Fiction,History,Horror,Memoir,Music,Mystery,Nonfiction,Poetry,Psychology,Romance,Science,Science Fiction,Self Help,Sports,Thriller,Travel,Young Adult,Art,Biography,Business,Children's,Christian,Classics,Comics,Cookbooks,Ebooks,Fantasy,Fiction,Graphic Novels,Historical Fiction,History,Horror,Memoir,Music,Mystery,Nonfiction,Poetry,Psychology,Romance,Science,Science Fiction,Self Help,Sports,Thriller,Travel,Young Adult,Classics,Poetry,Fiction,Fantasy,Mythology,Literature,Academic,School,Epic,Fantasy,Literature,Ancient,Classics,Classic Literature","Venus Goddess,Jupiter God,Aeneas,Juno,Priam,Ixion,Iris Greek,Mercury mythology Marvel,Turnus King of the Rutuli,Vulcan God,Neoptolemus,Dido of Carthage,Misenus,Anchises,Sybil Ancient oracle,Ascanius,Charon mythology,Camilla mythology,Lavinia mythology,Pallas son of Evander","Troy,Carthage,Sicily,Roma",English,March 19th 2005,3.85
1167,1167,The Aeneid,"Virgil,Robert Fagles,Bernard Knox","With his translations of Homer's classic poems, Robert Fagles gave new life to seminal works of the Western canon and became one of the preeminent translators of our time. His latest achievement completes the magnificent triptych of Western epics. A sweep,With his translations of Homer's classic poems, Robert Fagles gave new life to seminal works of the Western canon and became one of the preeminent translators of our time. His latest achievement completes the magnificent triptych of Western epics. A sweeping story of arms and heroism,,follows the adventures of Aeneas, who flees the ashes of Troy to embark upon a tortuous course that brings him to Italy and fulfills his destiny as founder of the Roman people. Retaining all of the gravitas and humanity of the original, this powerful blend of poetry and myth remains as relevant today as when it was first written.","Art,Biography,Business,Children's,Christian,Classics,Comics,Cookbooks,Ebooks,Fantasy,Fiction,Graphic Novels,Historical Fiction,History,Horror,Memoir,Music,Mystery,Nonfiction,Poetry,Psychology,Romance,Science,Science Fiction,Self Help,Sports,Thriller,Travel,Young Adult,Art,Biography,Business,Children's,Christian,Classics,Comics,Cookbooks,Ebooks,Fantasy,Fiction,Graphic Novels,Historical Fiction,History,Horror,Memoir,Music,Mystery,Nonfiction,Poetry,Psychology,Romance,Science,Science Fiction,Self Help,Sports,Thriller,Travel,Young Adult,Classics,Poetry,Fiction,Fantasy,Mythology,Literature,Academic,School,Epic,Fantasy,Literature,Ancient,Classics,Classic Literature","Venus Goddess,Jupiter God,Aeneas,Juno,Priam,Ixion,Iris Greek,Mercury mythology Marvel,Turnus King of the Rutuli,Vulcan God,Neoptolemus,Dido of Carthage,Misenus,Anchises,Sybil Ancient oracle,Ascanius,Charon mythology,Camilla mythology,Lavinia mythology,Pallas son of Evander","Troy,Carthage,Sicily,Roma",English,November 2nd 2006,3.85
1168,1168,The Aeneid of Virgil,"Virgil,Allen Mandelbaum,Barry Moser","Aeneas flees the ashes of Troy to found the city of Rome and change forever the course of the Western world--as literature as well. Virgil's \Aeneid\ is as eternal as Rome itself, a sweeping epic of arms and heroism--the searching portrait of a man caught between love and duty, human feeling and the force of fate--that has influenced writers for over 2,000 years. Filled wi,Aeneas flees the ashes of Troy to found the city of Rome and change forever the course of the Western world--as literature as well. Virgil's \Aeneid\ is as eternal as Rome itself, a sweeping epic of arms and heroism--the searching portrait of a man caught between love and duty, human feeling and the force of fate--that has influenced writers for over 2,000 years. Filled with drama, passion, and the universal pathos that only a masterpiece can express. \The Aeneid\ is a book for all the time and all people.\Allen Mandelbaum has produced a living \Aeneid,\ a version that is unmistakably poetry.\ -- Erich Segal, \The New York Times Book Review\,\A brilliant translation; the only one since Dryden which reads like English verse and conveys some of the majesty and pathos of the original.\ -- Bernard M. W. Knox,\Mandelbaum has... given us a contemporary experience of the masterpiece, at last.\ -- David Ignatow","Art,Biography,Business,Children's,Christian,Classics,Comics,Cookbooks,Ebooks,Fantasy,Fiction,Graphic Novels,Historical Fiction,History,Horror,Memoir,Music,Mystery,Nonfiction,Poetry,Psychology,Romance,Science,Science Fiction,Self Help,Sports,Thriller,Travel,Young Adult,Art,Biography,Business,Children's,Christian,Classics,Comics,Cookbooks,Ebooks,Fantasy,Fiction,Graphic Novels,Historical Fiction,History,Horror,Memoir,Music,Mystery,Nonfiction,Poetry,Psychology,Romance,Science,Science Fiction,Self Help,Sports,Thriller,Travel,Young Adult,Classics,Poetry,Fiction,Fantasy,Mythology,Literature,Academic,School,Epic,Fantasy,Literature,Ancient,Classics,Classic Literature","Venus Goddess,Jupiter God,Aeneas,Juno,Priam,Ixion,Iris Greek,Mercury mythology Marvel,Turnus King of the Rutuli,Vulcan God,Neoptolemus,Dido of Carthage,Misenus,Anchises,Sybil Ancient oracle,Ascanius,Charon mythology,Camilla mythology,Lavinia mythology,Pallas son of Evander","Troy,Carthage,Sicily,Roma",English,October 26th 1982,3.85
1169,1169,Aeneid,"Virgil,Stanley Lombardo,W.R. Johnson","Long a master of the crafts of Homeric translation and of rhapsodic performance, Stanley Lombardo now turns to the quintessential epic of Roman antiquity, a work with deep roots in the Homeric tradition. With characteristic virtuosity, he delivers a rendering of the,as compelling as his groundbreaking translations of the,and the,, yet one that--like the,Long a master of the crafts of Homeric translation and of rhapsodic performance, Stanley Lombardo now turns to the quintessential epic of Roman antiquity, a work with deep roots in the Homeric tradition. With characteristic virtuosity, he delivers a rendering of the,as compelling as his groundbreaking translations of the,and the,, yet one that--like the,itself--conveys a unique epic sensibility and a haunting artistry all its own.,W. R. Johnson's Introduction makes an ideal companion to the translation, offering brilliant insight into the legend of Aeneas; the contrasting roles of the gods, fate, and fortune in Homeric versus Virgilian epic; the character of Aeneas as both wanderer and warrior; Aeneas' relationship to both his enemy Turnus and his lover Dido; the theme of doomed youths in the epic; and Virgil's relationship to the brutal history of Rome that he memorializes in his poem.,A map, a Glossary of Names, a Translator's Preface, and Suggestions for Further Reading are also included.","Art,Biography,Business,Children's,Christian,Classics,Comics,Cookbooks,Ebooks,Fantasy,Fiction,Graphic Novels,Historical Fiction,History,Horror,Memoir,Music,Mystery,Nonfiction,Poetry,Psychology,Romance,Science,Science Fiction,Self Help,Sports,Thriller,Travel,Young Adult,Art,Biography,Business,Children's,Christian,Classics,Comics,Cookbooks,Ebooks,Fantasy,Fiction,Graphic Novels,Historical Fiction,History,Horror,Memoir,Music,Mystery,Nonfiction,Poetry,Psychology,Romance,Science,Science Fiction,Self Help,Sports,Thriller,Travel,Young Adult,Classics,Poetry,Fiction,Fantasy,Mythology,Literature,Academic,School,Epic,Fantasy,Literature,Ancient,Classics,Classic Literature","Venus Goddess,Jupiter God,Aeneas,Juno,Priam,Ixion,Iris Greek,Mercury mythology Marvel,Turnus King of the Rutuli,Vulcan God,Neoptolemus,Dido of Carthage,Misenus,Anchises,Sybil Ancient oracle,Ascanius,Charon mythology,Camilla mythology,Lavinia mythology,Pallas son of Evander","Troy,Carthage,Sicily,Roma",English,March 15th 2005,3.85
1170,1170,The Castle of Otranto,"Horace Walpole,E.F. Bleiler,Walter Scott","One of the first, great Gothic novels, and one of the most influential books in literary history, this thrilling tale abounds in adventure, suspense, and supernatural occurrences. In a realm where a villain reigns, mysterious events aid in fulfilling a prophecy that spells doom for the ruler and justice for the rightful heir.","Art,Biography,Business,Children's,Christian,Classics,Comics,Cookbooks,Ebooks,Fantasy,Fiction,Graphic Novels,Historical Fiction,History,Horror,Memoir,Music,Mystery,Nonfiction,Poetry,Psychology,Romance,Science,Science Fiction,Self Help,Sports,Thriller,Travel,Young Adult,Art,Biography,Business,Children's,Christian,Classics,Comics,Cookbooks,Ebooks,Fantasy,Fiction,Graphic Novels,Historical Fiction,History,Horror,Memoir,Music,Mystery,Nonfiction,Poetry,Psychology,Romance,Science,Science Fiction,Self Help,Sports,Thriller,Travel,Young Adult,Classics,Gothic,Horror,Fiction,Literature,18th Century,Fantasy,Literature,European Literature,British Literature,Historical,Historical Fiction,Novels","Matilda,Isabella,Manfred,Bianca,Friar Jerome,Theodore,Hippolita,Frederic","Otranto,Italy,Prabhat Prakashan",English,March 19th 2004,3.18
1171,1171,The Turn of the Screw (Norton Critical Edition,"Henry James,Deborah Esch,Jonathan Warren","Contexts includes twenty-six selections, from James's letters, notebooks, and other writings during the period 1863-1908, centering on the ghost story, the supernatural and, in particular, \my little book,\ The Turn of the Screw. Also reproduced are four paintings by Charles Demuth. The essays in Criticism span one hundred years, providing a rich array of perspectives on J,Contexts includes twenty-six selections, from James's letters, notebooks, and other writings during the period 1863-1908, centering on the ghost story, the supernatural and, in particular, \my little book,\ The Turn of the Screw. Also reproduced are four paintings by Charles Demuth. The essays in Criticism span one hundred years, providing a rich array of perspectives on James and his story. Representing contemporary reactions are pieces by Henry Harland, John D. Barry, Oliver Elton, William Lyon Phelps, and Virginia Woolf. The section also includes landmark criticism by Harold Goddard, Edna Kenton, Edmund Wilson, Katherine Anne Porter, Robert B. Heilman, R. P. Blackmur, Maurice Blanchot, and Leon Edel. Recent, fresh approaches to James's work are presented by Tzvetan Todorov, Shoshana Felman, Henry Sussman, Bruce Robbins, Ned Lukacher, Paul B. Armstrong, and T. J. Lustig. A Chronology and Selected Bibliography are included.","Art,Biography,Business,Children's,Christian,Classics,Comics,Cookbooks,Ebooks,Fantasy,Fiction,Graphic Novels,Historical Fiction,History,Horror,Memoir,Music,Mystery,Nonfiction,Poetry,Psychology,Romance,Science,Science Fiction,Self Help,Sports,Thriller,Travel,Young Adult,Art,Biography,Business,Children's,Christian,Classics,Comics,Cookbooks,Ebooks,Fantasy,Fiction,Graphic Novels,Historical Fiction,History,Horror,Memoir,Music,Mystery,Nonfiction,Poetry,Psychology,Romance,Science,Science Fiction,Self Help,Sports,Thriller,Travel,Young Adult,Classics,Horror,Fiction,Gothic,Mystery,Literature,Literature,19th Century,Audiobook,Paranormal,Ghosts,Fantasy,Paranormal","Flora Turn of the Screw,Miles Turn of the Screw,Mrs. Grose,Peter Quint,Miss Jessel","London, England,Essex, England",English,July 17th 1999,3.42
1172,1172,The Turn of the Screw,Henry James,"A very young woman's first job: governess for two weirdly beautiful, strangely distant, oddly silent children, Miles and Flora, at a forlorn estate...An estate haunted by a beckoning evil. Half-seen figures who glare from dark towers and dusty windows- silent, foul phantoms who, day by day, night by night, come closer, ever closer. With growing horror, the helpless governe,A very young woman's first job: governess for two weirdly beautiful, strangely distant, oddly silent children, Miles and Flora, at a forlorn estate...An estate haunted by a beckoning evil. Half-seen figures who glare from dark towers and dusty windows- silent, foul phantoms who, day by day, night by night, come closer, ever closer. With growing horror, the helpless governess realizes the fiendish creatures want the children, seeking to corrupt their bodies, possess their minds, own their souls... But worse-much worse- the governess discovers that Miles and Flora have no terror of the lurking evil. For they want the walking dead as badly as the dead want them.","Art,Biography,Business,Children's,Christian,Classics,Comics,Cookbooks,Ebooks,Fantasy,Fiction,Graphic Novels,Historical Fiction,History,Horror,Memoir,Music,Mystery,Nonfiction,Poetry,Psychology,Romance,Science,Science Fiction,Self Help,Sports,Thriller,Travel,Young Adult,Art,Biography,Business,Children's,Christian,Classics,Comics,Cookbooks,Ebooks,Fantasy,Fiction,Graphic Novels,Historical Fiction,History,Horror,Memoir,Music,Mystery,Nonfiction,Poetry,Psychology,Romance,Science,Science Fiction,Self Help,Sports,Thriller,Travel,Young Adult,Classics,Horror,Fiction,Gothic,Mystery,Literature,Literature,19th Century,Audiobook,Paranormal,Ghosts,Fantasy,Paranormal","Flora Turn of the Screw,Miles Turn of the Screw,Mrs. Grose,Peter Quint,Miss Jessel","London, England,Essex, England",English,April 16th 1994,3.42
1173,1173,Much Ado About Nothing,"William Shakespeare,Barbara A. Mowat,Paul Werstine,Robert          Jackson,Gail Kern Paster","In,Shakespeare includes two quite different stories of romantic love. Hero and Claudio fall in love almost at first sight, but an outsider, Don John, strikes out at their happiness. Beatrice and Benedick are kept apart by pride and mutual antagonism until others decide to play Cupid.","Art,Biography,Business,Children's,Christian,Classics,Comics,Cookbooks,Ebooks,Fantasy,Fiction,Graphic Novels,Historical Fiction,History,Horror,Memoir,Music,Mystery,Nonfiction,Poetry,Psychology,Romance,Science,Science Fiction,Self Help,Sports,Thriller,Travel,Young Adult,Art,Biography,Business,Children's,Christian,Classics,Comics,Cookbooks,Ebooks,Fantasy,Fiction,Graphic Novels,Historical Fiction,History,Horror,Memoir,Music,Mystery,Nonfiction,Poetry,Psychology,Romance,Science,Science Fiction,Self Help,Sports,Thriller,Travel,Young Adult,Classics,Plays,Fiction,Drama,Romance,Academic,School,Plays,Theatre,Literature,Humor,Humor,Comedy","boy,Hero Much ado,Ursula Shakespeare,Don Pedro,Beatrice diverse works,Claudio,Don John,Leonato,Dogberry,Friar Francis,Verges,Magaret,Balthazar Much Ado About Nothing,Borachio,Conrade,A Sexton,The Watch,Innogen,Antonio,Benedick Cratchit","Messina, Sicily,Sicily",English,2004,4.06
1174,1174,Much Ado about Nothing,"William Shakespeare,Mary Berry,Michael Clamp","This edition of Much Ado About Nothing is part of the groundbreaking Cambridge School Shakespeare series established by Rex Gibson. Remaining faithful to the series' active approach it treats the play as a script to be acted, explored and enjoyed. As well as the complete script of the play, you will find a variety of classroom-tested activities, an eight-page colour sectio,This edition of Much Ado About Nothing is part of the groundbreaking Cambridge School Shakespeare series established by Rex Gibson. Remaining faithful to the series' active approach it treats the play as a script to be acted, explored and enjoyed. As well as the complete script of the play, you will find a variety of classroom-tested activities, an eight-page colour section and a selection of notes including information on characters, performance, history and language.","Art,Biography,Business,Children's,Christian,Classics,Comics,Cookbooks,Ebooks,Fantasy,Fiction,Graphic Novels,Historical Fiction,History,Horror,Memoir,Music,Mystery,Nonfiction,Poetry,Psychology,Romance,Science,Science Fiction,Self Help,Sports,Thriller,Travel,Young Adult,Art,Biography,Business,Children's,Christian,Classics,Comics,Cookbooks,Ebooks,Fantasy,Fiction,Graphic Novels,Historical Fiction,History,Horror,Memoir,Music,Mystery,Nonfiction,Poetry,Psychology,Romance,Science,Science Fiction,Self Help,Sports,Thriller,Travel,Young Adult,Classics,Plays,Fiction,Drama,Romance,Academic,School,Plays,Theatre,Literature,Humor,Humor,Comedy","boy,Hero Much ado,Ursula Shakespeare,Don Pedro,Beatrice diverse works,Claudio,Don John,Leonato,Dogberry,Friar Francis,Verges,Magaret,Balthazar Much Ado About Nothing,Borachio,Conrade,A Sexton,The Watch,Innogen,Antonio,Benedick Cratchit","Messina, Sicily,Sicily",English,September 1st 2005,4.06
1175,1175,Much Ado about Nothing (Oxford School Shakespeare,"William Shakespeare,Roma Gill","This series aims to help students understand and enjoy Shakespeare's plays. As well as the complete and unabridged text, each play has an extensive range of students' notes. These include detailed and clear explanations of difficult words and passages, a synopsis of the plot, summaries of individual scenes, and notes on the main characters. Also included is a wide range of,This series aims to help students understand and enjoy Shakespeare's plays. As well as the complete and unabridged text, each play has an extensive range of students' notes. These include detailed and clear explanations of difficult words and passages, a synopsis of the plot, summaries of individual scenes, and notes on the main characters. Also included is a wide range of questions and activities for work in class, together with the historical background to Shakespeare's England, a brief biography of Shakespeare, and a complete list of his plays.","Art,Biography,Business,Children's,Christian,Classics,Comics,Cookbooks,Ebooks,Fantasy,Fiction,Graphic Novels,Historical Fiction,History,Horror,Memoir,Music,Mystery,Nonfiction,Poetry,Psychology,Romance,Science,Science Fiction,Self Help,Sports,Thriller,Travel,Young Adult,Art,Biography,Business,Children's,Christian,Classics,Comics,Cookbooks,Ebooks,Fantasy,Fiction,Graphic Novels,Historical Fiction,History,Horror,Memoir,Music,Mystery,Nonfiction,Poetry,Psychology,Romance,Science,Science Fiction,Self Help,Sports,Thriller,Travel,Young Adult,Classics,Plays,Fiction,Drama,Romance,Academic,School,Plays,Theatre,Literature,Humor,Humor,Comedy","boy,Hero Much ado,Ursula Shakespeare,Don Pedro,Beatrice diverse works,Claudio,Don John,Leonato,Dogberry,Friar Francis,Verges,Magaret,Balthazar Much Ado About Nothing,Borachio,Conrade,A Sexton,The Watch,Innogen,Antonio,Benedick Cratchit","Messina, Sicily,Sicily",English,December 12th 2002,4.06
1176,1176,Much Ado About Nothing (No Fear Shakespeare,"William Shakespeare,SparkNotes","No Fear Shakespeare gives you the complete text of,on the left-hand page, side-by-side with an easy-to-understand translation on the right.,,Each No Fear Shakespeare contains,The,of the original play,A,that puts Shakespeare into everyday language,A complete list of,with descriptions,Plenty of,No Fear Shakespeare gives you the complete text of,on the left-hand page, side-by-side with an easy-to-understand translation on the right.,,Each No Fear Shakespeare contains,The,of the original play,A,that puts Shakespeare into everyday language,A complete list of,with descriptions,Plenty of","Art,Biography,Business,Children's,Christian,Classics,Comics,Cookbooks,Ebooks,Fantasy,Fiction,Graphic Novels,Historical Fiction,History,Horror,Memoir,Music,Mystery,Nonfiction,Poetry,Psychology,Romance,Science,Science Fiction,Self Help,Sports,Thriller,Travel,Young Adult,Art,Biography,Business,Children's,Christian,Classics,Comics,Cookbooks,Ebooks,Fantasy,Fiction,Graphic Novels,Historical Fiction,History,Horror,Memoir,Music,Mystery,Nonfiction,Poetry,Psychology,Romance,Science,Science Fiction,Self Help,Sports,Thriller,Travel,Young Adult,Classics,Plays,Fiction,Drama,Romance,Academic,School,Plays,Theatre,Literature,Humor,Humor,Comedy","boy,Hero Much ado,Ursula Shakespeare,Don Pedro,Beatrice diverse works,Claudio,Don John,Leonato,Dogberry,Friar Francis,Verges,Magaret,Balthazar Much Ado About Nothing,Borachio,Conrade,A Sexton,The Watch,Innogen,Antonio,Benedick Cratchit","Messina, Sicily,Sicily",English,January 22nd 2004,4.06
1177,1177,The Winter's Tale,William Shakespeare,"ARCHIDAMUS. If you shall chance, Camillo, to visit Bohemia, on the like occasion whereon my services are now on foot, you shall see, as I have said, great difference betwixt our Bohemia and your Sicilia. CAMILLO. I think this coming summer the King of Sicilia means to pay Bohemia the visitation which he justly owes him.","Art,Biography,Business,Children's,Christian,Classics,Comics,Cookbooks,Ebooks,Fantasy,Fiction,Graphic Novels,Historical Fiction,History,Horror,Memoir,Music,Mystery,Nonfiction,Poetry,Psychology,Romance,Science,Science Fiction,Self Help,Sports,Thriller,Travel,Young Adult,Art,Biography,Business,Children's,Christian,Classics,Comics,Cookbooks,Ebooks,Fantasy,Fiction,Graphic Novels,Historical Fiction,History,Horror,Memoir,Music,Mystery,Nonfiction,Poetry,Psychology,Romance,Science,Science Fiction,Self Help,Sports,Thriller,Travel,Young Adult,Classics,Plays,Drama,Fiction,Plays,Theatre,Literature,Poetry,Romance,Academic,School,Literature,17th Century","Leontes of Sicilia,Paulina,Camillo,Autolycus,Polixenes of  Bohemia,Hermione of Sicilia,Florizel of Bohemia,Clown,Perdita of Sicilia,Shepherd, reputed father to Perdita,Steward,Gentleman,Antigonus,Time,Dion,Cleomenes,Mopsa,Mamilius,Archidamus,Emilia,Officer,Dorcas The Mysterious Affair at Styles,Rogero,Gaoler,Mariner","Sicily,Bohemia",English,November 12th 2005,3.71
1178,1178,Twelfth Night (Oxford School Shakespeare,"William Shakespeare,Roma Gill,B. Litt,M.A. Cantab,Shirley Tourret","Set in a topsy-turvy world like a holiday revel, this comedy devises a romantic plot around separated twins, misplaced passions, and mistaken identity. Juxtaposed to it is the satirical story of a self-deluded steward who dreams of becoming “Count Malvolio” only to receive his comeuppance at the hands of the merrymakers he wishes to suppress. The two plots combine to creat,Set in a topsy-turvy world like a holiday revel, this comedy devises a romantic plot around separated twins, misplaced passions, and mistaken identity. Juxtaposed to it is the satirical story of a self-deluded steward who dreams of becoming “Count Malvolio” only to receive his comeuppance at the hands of the merrymakers he wishes to suppress. The two plots combine to create a farce touched with melancholy, mixed throughout with seductively beautiful explorations on the themes of love and time, and the play ends, not with laughter, but with a clown’s sad song.'","Art,Biography,Business,Children's,Christian,Classics,Comics,Cookbooks,Ebooks,Fantasy,Fiction,Graphic Novels,Historical Fiction,History,Horror,Memoir,Music,Mystery,Nonfiction,Poetry,Psychology,Romance,Science,Science Fiction,Self Help,Sports,Thriller,Travel,Young Adult,Art,Biography,Business,Children's,Christian,Classics,Comics,Cookbooks,Ebooks,Fantasy,Fiction,Graphic Novels,Historical Fiction,History,Horror,Memoir,Music,Mystery,Nonfiction,Poetry,Psychology,Romance,Science,Science Fiction,Self Help,Sports,Thriller,Travel,Young Adult,Classics,Plays,Drama,Fiction,Academic,School,Romance,Plays,Theatre,Literature,Poetry,Academic,Read For School","Viola,Count Orsino,Sebastian,Sir Toby Belch,Malvolio,Sir Andrew Aguecheek,Feste,Sebastion,Olivia",Illyria,English,November 7th 2002,3.98
1179,1179,Twelfth Night / William Shakespeare; Edited by Patricia Parker,William Shakespeare,"About the Series No other series of classic texts equals the caliber of the Norton Critical Editions. Each volume combines the most authoritative text available with the comprehensive pedagogical apparatus necessary to appreciate the work fully. Careful editing, first-rate translation, and thorough explanatory annotations allow each text to meet the highest literary standa,About the Series No other series of classic texts equals the caliber of the Norton Critical Editions. Each volume combines the most authoritative text available with the comprehensive pedagogical apparatus necessary to appreciate the work fully. Careful editing, first-rate translation, and thorough explanatory annotations allow each text to meet the highest literary standards while remaining accessible to students. Each edition is printed on acid-free paper and every text in the series remains in print. Norton Critical Editions are the choice for excellence in scholarship for students at more than 2,000 universities worldwide.","Art,Biography,Business,Children's,Christian,Classics,Comics,Cookbooks,Ebooks,Fantasy,Fiction,Graphic Novels,Historical Fiction,History,Horror,Memoir,Music,Mystery,Nonfiction,Poetry,Psychology,Romance,Science,Science Fiction,Self Help,Sports,Thriller,Travel,Young Adult,Art,Biography,Business,Children's,Christian,Classics,Comics,Cookbooks,Ebooks,Fantasy,Fiction,Graphic Novels,Historical Fiction,History,Horror,Memoir,Music,Mystery,Nonfiction,Poetry,Psychology,Romance,Science,Science Fiction,Self Help,Sports,Thriller,Travel,Young Adult,Classics,Plays,Drama,Fiction,Academic,School,Romance,Plays,Theatre,Literature,Poetry,Academic,Read For School","Viola,Count Orsino,Sebastian,Sir Toby Belch,Malvolio,Sir Andrew Aguecheek,Feste,Sebastion,Olivia",Illyria,English,December 1st 2009,3.98
1180,1180,The Tempest,"William Shakespeare,Paul Werstine,David Lindley,Israel Gollancz,Barbara A. Mowat","Alternate Cover/publisher Edition ISBN 0743482832 ISBN13: 9780743482837,Each edition includes:,• Freshly edited text based on the best early printed version of the play,• Full explanatory notes conveniently placed on pages facing the text of the play,• Scene-by-scene plot summaries,• A key to famous lines and phrases,• An introduction to reading Shakespeare's language,• An essa,Alternate Cover/publisher Edition ISBN 0743482832 ISBN13: 9780743482837,Each edition includes:,• Freshly edited text based on the best early printed version of the play,• Full explanatory notes conveniently placed on pages facing the text of the play,• Scene-by-scene plot summaries,• A key to famous lines and phrases,• An introduction to reading Shakespeare's language,• An essay by an outstanding scholar providing a modern perspective on the play,• Illustrations from the Folger Shakespeare Library's vast holdings of rare books","Art,Biography,Business,Children's,Christian,Classics,Comics,Cookbooks,Ebooks,Fantasy,Fiction,Graphic Novels,Historical Fiction,History,Horror,Memoir,Music,Mystery,Nonfiction,Poetry,Psychology,Romance,Science,Science Fiction,Self Help,Sports,Thriller,Travel,Young Adult,Art,Biography,Business,Children's,Christian,Classics,Comics,Cookbooks,Ebooks,Fantasy,Fiction,Graphic Novels,Historical Fiction,History,Horror,Memoir,Music,Mystery,Nonfiction,Poetry,Psychology,Romance,Science,Science Fiction,Self Help,Sports,Thriller,Travel,Young Adult,Classics,Plays,Drama,Fiction,Fantasy,Academic,School,Plays,Theatre,Literature,Poetry,Academic,Read For School","Prospero,Andrew Carnegie,Miranda,Ariel Shakespeare,Caliban,Ferdinand,Alonso,Antonio,Sebastian,Gonzalo,Trinculo & Stephano,Boatswain","Dunfermline Abbey, Fife, Scotland,Scotland",English,July 2004,3.81
